Date,Vendor,Campaign,Impressions,Clicks,Spend,Conversions,Site Visits,Funnel,CTR,CPC,CPA,CVR
2025-01-20,LinkedIn,Campaign 3,36254,2497,826.9746667,117,2651,Middle,0.06887515860318862,0.33118729142971565,7.068159544444444,0.04685622747296756
2024-07-03,YouTube,Campaign 4,36808,1356,1579.372492,67,1526,Upper,0.036839817430993266,1.16472897640118,23.57272376119403,0.049410029498525077
2025-03-29,Meta,Campaign 2,32116,920,279.3321251,45,921,Upper,0.028646157678415742,0.30362187510869565,6.207380557777777,0.04891304347826087
2024-06-20,Google,Campaign 2,20729,1088,1605.295877,57,1104,Lower,0.05248685416566164,1.4754557693014707,28.16308556140351,0.05238970588235294
2025-01-26,YouTube,Campaign 1,11917,901,1674.893169,53,1011,Upper,0.07560627674750357,1.858926935627081,31.601757905660378,0.058823529411764705
2025-04-04,Meta,Campaign 3,41135,823,985.3652454,55,890,Upper,0.020007293059438436,1.1972846238153099,17.915731734545457,0.06682867557715674
2025-02-07,Meta,Campaign 2,45552,1553,1368.712003,74,1692,Upper,0.034092904812082894,0.881334193818416,18.49610814864865,0.04764971023824855
2024-07-23,YouTube,Campaign 1,49131,3006,1945.452351,126,3283,Upper,0.06118336691701777,0.64718973752495,15.440098023809522,0.041916167664670656
2024-07-21,Meta,Campaign 4,9727,633,1362.202256,35,727,Upper,0.06507659093245605,2.1519782875197473,38.92006445714286,0.05529225908372828
2024-12-18,Google,Campaign 3,34967,2294,1267.829039,115,2404,Lower,0.06560471301512855,0.5526717693984307,11.024600339130435,0.05013077593722755
2024-05-16,Meta,Campaign 5,42956,1477,1454.999747,72,1621,Upper,0.03438402085855294,0.9851047711577523,20.208329819444444,0.04874746106973595
2025-04-27,Meta,Campaign 4,37486,1721,721.5620048,77,1819,Upper,0.04591047324334418,0.41926903242300984,9.370935127272727,0.04474142940151075
2025-02-26,YouTube,Campaign 1,29716,2250,1655.970429,115,2303,Upper,0.07571678557006327,0.7359868573333334,14.399742860869566,0.051111111111111114
2025-02-28,YouTube,Campaign 4,34397,451,809.7979554,17,630,Upper,0.01311160857051487,1.7955608767184035,47.63517384705882,0.037694013303769404
2025-05-02,Meta,Campaign 5,6211,468,1985.779192,24,726,Upper,0.07535018515536951,4.243117931623932,82.74079966666666,0.05128205128205128
2024-12-29,Meta,Campaign 4,32201,2146,1785.034433,112,2306,Upper,0.06664389304679978,0.8317961011183598,15.9378074375,0.0521901211556384
2024-07-31,Google,Campaign 1,37371,466,1595.853149,18,517,Lower,0.012469561959808407,3.4245775729613737,88.65850827777778,0.03862660944206009
2024-07-17,YouTube,Campaign 5,29474,1229,846.7901268,57,1327,Upper,0.041697767523919384,0.6890074262001628,14.855967136842105,0.046379170056956874
2024-09-25,Meta,Campaign 5,24392,1095,1134.376896,51,1123,Upper,0.044891767792718924,1.0359606356164384,22.242684235294117,0.04657534246575343
2024-11-19,Google,Campaign 4,43674,3137,1145.651243,139,3204,Lower,0.07182763200073271,0.3652060066942939,8.242095273381295,0.044309850175326744
2025-04-24,LinkedIn,Campaign 5,42549,2905,882.251157,136,3011,Middle,0.0682742250111636,0.30370091462994836,6.487140860294118,0.046815834767642
2025-04-13,Meta,Campaign 4,6235,213,370.8059018,12,319,Upper,0.03416198877305533,1.7408727784037559,30.90049181666667,0.056338028169014086
2024-07-10,Google,Campaign 3,9109,128,574.6665278,7,415,Lower,0.014052036447469536,4.4895822484375,82.09521825714286,0.0546875
2025-02-02,Google,Campaign 5,23863,1103,1953.813483,49,1366,Lower,0.04622218497255165,1.7713630852221214,39.87374455102041,0.044424297370806894
2024-05-19,Google,Campaign 4,9885,594,1594.386672,30,660,Lower,0.060091047040971166,2.684152646464647,53.146222400000006,0.050505050505050504
2024-11-30,Roku,Campaign 3,23288,1251,1299.843269,54,1513,Middle,0.05371865338371694,1.0390433804956034,24.071171648148148,0.04316546762589928
2025-04-09,Google,Campaign 5,5957,254,1879.623786,14,320,Lower,0.042638912204129596,7.400093645669291,134.25884185714287,0.05511811023622047
2025-01-04,Google,Campaign 3,30016,582,603.4721424,35,780,Lower,0.019389658848614072,1.0368937154639175,17.242061211428574,0.06013745704467354
2025-02-04,Meta,Campaign 5,35676,1473,1123.988782,71,1581,Upper,0.041288261015808944,0.7630609517990495,15.830827915492957,0.048200950441276307
2024-07-30,Google,Campaign 1,46454,2347,989.1428098,113,2634,Lower,0.05052309811856891,0.42144985504899873,8.753476192920354,0.048146570089475926
2024-06-27,Google,Campaign 1,7765,274,1402.735752,11,274,Lower,0.03528654217643271,5.1194735474452555,127.521432,0.040145985401459854
2025-01-10,Meta,Campaign 4,17685,1176,1866.896401,42,1387,Upper,0.06649703138252756,1.5874969396258503,44.449914309523805,0.03571428571428571
2025-02-24,Meta,Campaign 2,36561,1865,1019.741336,90,2087,Upper,0.05101063975274199,0.5467781962466488,11.330459288888889,0.04825737265415549
2024-10-19,Meta,Campaign 1,5252,402,1106.780681,19,675,Upper,0.07654226961157654,2.7531857736318406,58.251614789473685,0.0472636815920398
2024-09-04,LinkedIn,Campaign 2,25334,1448,990.9780114,71,1500,Middle,0.05715639062129944,0.6843770796961326,13.957436780281691,0.04903314917127072
2024-09-03,LinkedIn,Campaign 3,8223,392,643.7073438,22,436,Middle,0.04767116624103125,1.6421105709183674,29.25942471818182,0.05612244897959184
2024-09-15,TikTok,Campaign 3,20956,1341,567.9917087,65,1389,Middle,0.06399121969841573,0.4235583211782252,8.73833398,0.048471290082028336
2024-08-10,YouTube,Campaign 2,11567,427,1004.356696,27,464,Upper,0.0369153626696637,2.3521234098360657,37.19839614814815,0.06323185011709602
2024-07-12,TikTok,Campaign 4,9968,385,229.5828365,21,681,Middle,0.038623595505617975,0.5963190558441559,10.932516023809525,0.05454545454545454
2025-03-25,Meta,Campaign 5,6896,107,1866.575654,4,396,Upper,0.015516241299303945,17.44463228037383,466.6439135,0.037383177570093455
2024-08-22,Roku,Campaign 2,22108,1742,328.4597653,90,1843,Middle,0.07879500633254931,0.1885532521814007,3.649552947777778,0.05166475315729047
2024-09-03,TikTok,Campaign 2,49626,751,1735.906451,46,859,Middle,0.015133196308386733,2.311459988015979,37.73709676086957,0.06125166444740346
2024-11-02,YouTube,Campaign 2,8923,452,644.6922765,25,560,Upper,0.05065560910007845,1.4263103462389382,25.78769106,0.05530973451327434
2024-08-12,YouTube,Campaign 2,6058,335,1015.929911,26,513,Upper,0.05529877847474414,3.0326266,39.07422734615385,0.07761194029850746
2024-11-11,Meta,Campaign 2,12510,841,1914.745799,48,1071,Upper,0.06722621902478018,2.2767488692033293,39.89053747916667,0.057074910820451845
2024-12-03,TikTok,Campaign 4,12239,832,1371.217288,49,911,Middle,0.06797941008252308,1.648097701923077,27.984026285714286,0.05889423076923077
2025-05-10,Google,Campaign 1,43471,2714,1308.731983,130,2838,Lower,0.06243242621517794,0.4822151742815033,10.0671691,0.047899778924097275
2024-11-23,TikTok,Campaign 5,13231,812,1019.621798,37,928,Middle,0.06137102259844305,1.255691869458128,27.55734589189189,0.04556650246305419
2025-03-13,Google,Campaign 1,26911,386,492.9607187,25,401,Lower,0.014343576975957787,1.2771003075129532,19.718428747999997,0.06476683937823834
2024-06-06,Meta,Campaign 2,9116,327,1115.22992,13,327,Upper,0.035870996050899516,3.4104890519877675,85.78691692307692,0.039755351681957186
2025-01-01,Google,Campaign 1,9314,537,1255.450976,20,567,Lower,0.05765514279579128,2.337897534450652,62.7725488,0.037243947858473
2024-05-28,Roku,Campaign 4,32304,2146,996.2692943,100,2390,Middle,0.06643140168400198,0.46424477833178,9.962692943,0.046598322460391424
2024-09-30,Meta,Campaign 3,16755,281,112.6281447,13,474,Upper,0.016771113100566996,0.40081190284697504,8.663703438461537,0.046263345195729534
2024-08-28,Google,Campaign 1,43916,1407,1873.378276,64,1480,Lower,0.03203843701612169,1.331469990049751,29.2715355625,0.04548685145700071
2025-03-08,TikTok,Campaign 5,41346,694,1707.140815,33,975,Middle,0.016785178735548783,2.4598570821325647,51.73153984848485,0.04755043227665706
2025-04-16,Meta,Campaign 4,31507,1361,294.4129119,60,1537,Upper,0.0431967499285873,0.2163210227038942,4.906881865,0.0440852314474651
2025-03-11,Meta,Campaign 3,17058,284,1415.081825,21,322,Upper,0.016649079610739827,4.982682482394366,67.3848488095238,0.07394366197183098
2024-07-31,YouTube,Campaign 4,26001,2065,1889.542048,110,2293,Upper,0.07942002230683436,0.9150324687651332,17.177654981818183,0.053268765133171914
2024-07-27,TikTok,Campaign 2,17716,545,1208.332906,30,633,Middle,0.0307631519530368,2.217124598165138,40.277763533333335,0.05504587155963303
2025-02-12,YouTube,Campaign 3,36501,2602,1718.302511,131,2619,Upper,0.07128571819950139,0.6603775983858571,13.116813061068703,0.050345887778631825
2025-02-04,Meta,Campaign 5,14695,719,1164.426766,36,950,Upper,0.048928206873086084,1.6195087148817804,32.34518794444445,0.05006954102920723
2024-09-01,Roku,Campaign 3,27982,775,121.5856453,27,972,Middle,0.027696376241869772,0.15688470361290321,4.503172048148148,0.03483870967741935
2025-03-24,Google,Campaign 5,24842,1568,1128.807228,86,1704,Lower,0.06311891152081153,0.719902568877551,13.125665441860464,0.0548469387755102
2024-07-26,Google,Campaign 2,47530,3135,1688.224554,153,3360,Lower,0.0659583420997265,0.5385086296650717,11.034147411764705,0.04880382775119617
2024-12-12,LinkedIn,Campaign 5,45874,901,1787.503273,41,965,Middle,0.01964075511182805,1.9839104028856827,43.59764080487805,0.04550499445061043
2024-06-15,YouTube,Campaign 4,10824,548,1630.85762,24,602,Upper,0.050628233555062824,2.9760175547445256,67.95240083333333,0.043795620437956206
2024-09-30,Google,Campaign 1,48587,2615,283.9031741,122,2852,Lower,0.053820980920822444,0.10856717938814532,2.327075197540984,0.046653919694072656
2024-10-25,TikTok,Campaign 4,48485,2875,1288.290032,142,3004,Middle,0.05929668969784469,0.44810088069565224,9.072465014084507,0.049391304347826084
2024-12-29,Meta,Campaign 4,26241,1765,1232.750085,95,1836,Upper,0.06726115620593727,0.6984419745042493,12.976316684210525,0.053824362606232294
2025-02-28,TikTok,Campaign 3,34975,2129,898.9337235,119,2354,Middle,0.06087205146533238,0.4222328433536872,7.554064903361345,0.055894786284640674
2024-06-09,Meta,Campaign 2,44628,2199,1251.288674,119,2251,Upper,0.04927399838666308,0.56902622737608,10.515030873949579,0.05411550704865848
2025-03-03,Meta,Campaign 1,41103,460,1158.503732,22,716,Upper,0.011191397221613993,2.5184863739130434,52.65926054545454,0.04782608695652174
2025-04-10,TikTok,Campaign 5,35013,1860,764.9607389,91,2067,Middle,0.05312312569617,0.4112692144623656,8.406161965934066,0.0489247311827957
2025-05-07,Meta,Campaign 3,38763,3068,861.7982841,150,3147,Upper,0.0791476407914764,0.2808990495762712,5.745321894,0.04889178617992177
2024-08-11,Verizon DSP,Campaign 2,41489,1679,781.4353633,68,1799,Middle,0.04046855793101786,0.465417131209053,11.491696519117646,0.04050029779630732
2024-09-04,Meta,Campaign 1,10657,278,107.7027382,18,333,Upper,0.02608614056488693,0.3874199215827338,5.983485455555556,0.06474820143884892
2024-10-18,TikTok,Campaign 4,20038,1521,690.5092432,80,1647,Middle,0.07590577901986226,0.45398372333990794,8.631365540000001,0.05259697567389875
2025-01-25,Verizon DSP,Campaign 2,28891,1579,533.6424751,98,1719,Middle,0.05465369838357966,0.3379623021532615,5.445331378571428,0.06206459784673844
2025-04-15,YouTube,Campaign 2,16140,1240,447.1414303,60,1432,Upper,0.0768277571251549,0.36059792766129034,7.452357171666667,0.04838709677419355
2024-08-10,Meta,Campaign 2,33906,2582,789.1967689,134,2587,Upper,0.07615171356102164,0.3056532799767622,5.889528126119403,0.051897753679318356
2025-01-12,Meta,Campaign 4,28851,1444,587.0254614,67,1505,Upper,0.050050258223285155,0.4065273278393352,8.761574050746269,0.046398891966759004
2025-03-06,LinkedIn,Campaign 5,13757,777,772.4711093,30,957,Middle,0.05648033728283783,0.9941713118404117,25.749036976666666,0.03861003861003861
2024-06-12,Meta,Campaign 3,17925,1389,653.0629566,67,1447,Upper,0.07748953974895398,0.47016771533477325,9.747208307462687,0.0482361411087113
2025-03-25,YouTube,Campaign 5,24275,1276,1897.774897,63,1459,Upper,0.052564366632337794,1.4872844020376175,30.123411063492064,0.0493730407523511
2025-05-05,Meta,Campaign 1,5970,318,1559.741192,20,341,Upper,0.053266331658291456,4.90484651572327,77.9870596,0.06289308176100629
2025-03-20,Roku,Campaign 3,38804,2376,1822.007452,98,2554,Middle,0.06123080094835584,0.7668381531986532,18.591912775510206,0.041245791245791245
2024-12-26,YouTube,Campaign 1,42551,1790,1673.648443,100,1924,Upper,0.042067166459072644,0.9349991301675978,16.73648443,0.055865921787709494
2025-04-16,Meta,Campaign 4,19410,678,1686.544332,29,680,Upper,0.03493044822256569,2.487528513274336,58.15670110344827,0.04277286135693215
2024-09-17,TikTok,Campaign 5,25631,805,459.7124948,50,932,Middle,0.031407280246576415,0.5710714221118013,9.194249896,0.062111801242236024
2025-02-06,Verizon DSP,Campaign 2,38707,1362,316.3819786,68,1393,Middle,0.03518743379750433,0.23229220161527167,4.652676155882354,0.049926578560939794
2025-02-06,LinkedIn,Campaign 3,42548,1176,1666.165204,55,1463,Middle,0.027639372003384413,1.4168071462585032,30.293912799999998,0.0467687074829932
2024-12-07,YouTube,Campaign 2,20940,1271,1205.581475,75,1445,Upper,0.06069723018147087,0.9485298780487804,16.074419666666667,0.059008654602675056
2024-11-06,TikTok,Campaign 1,41180,502,679.1952093,22,583,Middle,0.012190383681398737,1.3529785045816733,30.872509513636363,0.043824701195219126
2025-03-14,Meta,Campaign 2,39987,2728,1889.395054,132,2905,Upper,0.06822217220596694,0.6925934948680352,14.313598893939394,0.04838709677419355
2024-11-19,Roku,Campaign 2,39424,2858,1858.037073,130,2901,Middle,0.07249391233766234,0.6501179401679495,14.292592869230768,0.04548635409377187
2025-05-04,Meta,Campaign 4,31182,644,1355.334421,25,844,Upper,0.020652940799179013,2.104556554347826,54.21337684,0.03881987577639751
2024-07-19,YouTube,Campaign 4,45150,1239,471.7259233,66,1501,Upper,0.02744186046511628,0.38073117296206616,7.147362474242424,0.053268765133171914
2025-04-04,Google,Campaign 5,14125,313,1136.958038,14,536,Lower,0.02215929203539823,3.6324537955271565,81.21128842857142,0.04472843450479233
2025-02-03,Google,Campaign 1,31015,1841,1598.31211,87,1980,Lower,0.05935837497984846,0.868176051059207,18.37140356321839,0.047256925583921784
2025-02-06,Google,Campaign 4,43857,2888,1130.237294,141,3156,Lower,0.06585037736279271,0.39135640373961217,8.015867333333334,0.04882271468144044
2025-05-09,YouTube,Campaign 4,25630,792,1173.378344,44,954,Upper,0.030901287553648068,1.4815383131313131,26.667689636363637,0.05555555555555555
2025-05-07,YouTube,Campaign 5,15041,1179,795.3747089,65,1201,Upper,0.07838574562861512,0.6746180737065309,12.236533983076923,0.0551314673452078
2024-09-17,Google,Campaign 3,7993,334,960.3236886,16,483,Lower,0.041786563242837485,2.875220624550898,60.0202305375,0.04790419161676647
2025-01-31,Verizon DSP,Campaign 5,31512,2011,1247.411811,95,2197,Middle,0.06381695861893882,0.6202942869219293,13.130650642105262,0.04724017901541522
2024-12-19,Verizon DSP,Campaign 2,44867,2282,1259.431416,127,2432,Middle,0.05086143490761584,0.551898078878177,9.916782803149605,0.05565293602103418
2025-01-09,Meta,Campaign 2,49919,3874,1180.867692,190,4086,Upper,0.0776057212684549,0.3048187124419205,6.2150931157894735,0.049044914816726896
2025-01-11,YouTube,Campaign 4,25760,595,1580.668477,25,733,Upper,0.02309782608695652,2.656585675630252,63.226739079999994,0.04201680672268908
2024-05-31,Google,Campaign 4,39915,1152,410.507172,51,1279,Lower,0.028861330326944757,0.35634303125,8.049160235294119,0.044270833333333336
2024-10-14,Meta,Campaign 5,36327,2264,365.6765956,94,2489,Upper,0.06232279021113772,0.1615179309187279,3.89017654893617,0.04151943462897526
2024-12-27,TikTok,Campaign 5,22210,1775,1916.436992,86,1944,Middle,0.07991895542548402,1.0796828123943663,22.28415106976744,0.048450704225352116
2024-07-09,Meta,Campaign 1,9377,414,632.4790346,24,656,Upper,0.04415058120934201,1.5277271367149758,26.353293108333332,0.057971014492753624
2025-02-17,YouTube,Campaign 2,26627,648,622.2348001,28,786,Upper,0.02433620009764525,0.96023888904321,22.222671432142857,0.043209876543209874
2024-06-26,LinkedIn,Campaign 5,29690,2199,1055.035261,111,2285,Middle,0.07406534186594813,0.4797795638926785,9.50482217117117,0.0504774897680764
2024-08-22,Google,Campaign 3,19921,221,1714.509203,15,272,Lower,0.011093820591335776,7.757960194570136,114.30061353333333,0.06787330316742081
2024-06-29,Meta,Campaign 1,12293,901,1280.492856,49,1071,Upper,0.07329374440738631,1.4211907391786904,26.132507265306124,0.05438401775804662
2024-07-01,Google,Campaign 5,9192,123,1964.890569,8,152,Lower,0.013381201044386422,15.974720073170731,245.611321125,0.06504065040650407
2024-08-01,TikTok,Campaign 4,16371,344,324.684529,21,548,Middle,0.021012766477307435,0.943850375,15.461168047619047,0.061046511627906974
2025-03-08,YouTube,Campaign 5,35161,1631,387.9561331,89,1832,Upper,0.046386621540911804,0.23786396879215205,4.359057675280899,0.054567749846719804
2024-07-10,Google,Campaign 4,28342,1768,1779.389968,95,1856,Lower,0.06238091877778562,1.00644228959276,18.730420715789474,0.05373303167420815
2024-10-20,LinkedIn,Campaign 4,32481,1008,1131.161587,61,1064,Middle,0.031033527292878914,1.1221841140873017,18.54363257377049,0.060515873015873016
2024-08-23,Meta,Campaign 2,25327,254,621.5561938,12,439,Upper,0.01002882299522249,2.447071629133858,51.79634948333333,0.047244094488188976
2025-04-11,Roku,Campaign 2,38471,1751,464.184407,84,1941,Middle,0.04551480335837384,0.26509674871502,5.526004845238096,0.047972587093089665
2025-02-10,TikTok,Campaign 5,40897,2361,981.8025191,119,2574,Middle,0.05773039587255789,0.4158418124099958,8.25044133697479,0.05040237187632359
2024-11-11,Meta,Campaign 5,37979,1588,956.2216571,85,1689,Upper,0.04181258063666763,0.602154695906801,11.249666554117647,0.0535264483627204
2024-09-05,YouTube,Campaign 3,38828,2514,1945.35274,135,2640,Upper,0.0647470897290615,0.7738077724741448,14.410020296296297,0.05369928400954654
2025-05-09,Meta,Campaign 1,35383,2032,578.353077,122,2047,Upper,0.057428708701919004,0.28462257726377954,4.740598991803279,0.060039370078740155
2025-02-03,Google,Campaign 1,45836,3255,1745.340953,144,3342,Lower,0.07101405009163103,0.5362030577572965,12.120423284722222,0.04423963133640553
2024-10-23,Meta,Campaign 5,13269,265,232.7632523,8,408,Upper,0.01997136182078529,0.8783518954716981,29.0954065375,0.03018867924528302
2024-10-02,LinkedIn,Campaign 2,6703,95,162.1798049,4,123,Middle,0.014172758466358347,1.7071558410526315,40.544951225,0.042105263157894736
2025-03-26,Meta,Campaign 3,34817,1375,1799.752601,68,1656,Upper,0.03949220208518827,1.3089109825454546,26.46695001470588,0.04945454545454545
2025-03-12,YouTube,Campaign 1,31292,1615,939.6021128,69,1667,Upper,0.05161063530614854,0.581796973869969,13.61742192463768,0.04272445820433437
2024-08-14,Meta,Campaign 5,45824,2866,1748.642283,163,3121,Upper,0.06254364525139665,0.6101333855547801,10.727866766871164,0.05687369155617585
2025-01-17,Google,Campaign 2,26013,1165,1000.330739,58,1403,Lower,0.044785299657863376,0.8586529948497854,17.24708170689655,0.04978540772532189
2025-04-20,Meta,Campaign 2,13952,572,1913.051449,31,723,Upper,0.040997706422018346,3.3444955402097905,61.71133706451613,0.05419580419580419
2025-03-14,Google,Campaign 2,34429,565,612.0389679,22,836,Lower,0.016410584100612854,1.083254810442478,27.819953086363636,0.03893805309734513
2025-03-24,Google,Campaign 4,14770,477,187.5973181,17,536,Lower,0.03229519295870007,0.3932857821802935,11.035136358823529,0.03563941299790356
2025-01-07,YouTube,Campaign 2,21026,1601,1755.070894,78,1756,Upper,0.07614382193474746,1.0962341623985008,22.500908897435895,0.04871955028107433
2024-07-10,Google,Campaign 5,9336,220,1823.099074,7,494,Lower,0.02356469580119966,8.286813972727273,260.4427248571429,0.031818181818181815
2024-05-27,LinkedIn,Campaign 3,36952,473,1308.127776,16,703,Middle,0.012800389694739121,2.7655978350951376,81.757986,0.03382663847780127
2025-02-21,TikTok,Campaign 5,18687,248,135.5685145,17,459,Middle,0.013271258093862042,0.5466472358870967,7.974618499999999,0.06854838709677419
2024-12-01,Verizon DSP,Campaign 2,32223,1587,1602.946001,83,1834,Middle,0.04925053533190578,1.0100478897290486,19.312602421686748,0.05229993698802773
2025-01-04,Meta,Campaign 3,36945,1522,846.3499304,61,1715,Upper,0.04119637298687238,0.5560774838370565,13.874589022950818,0.04007884362680683
2025-03-04,Google,Campaign 1,29253,1962,1567.553599,77,2181,Lower,0.06707004409804122,0.7989569821610601,20.35783894805195,0.03924566768603466
2025-02-23,Meta,Campaign 1,31357,741,1109.196541,39,868,Upper,0.02363108715757247,1.4968914183535762,28.44093694871795,0.05263157894736842
2024-07-24,LinkedIn,Campaign 5,14279,768,1270.654828,49,954,Middle,0.05378527908116815,1.6544984739583333,25.931731183673467,0.06380208333333333
2024-12-12,Google,Campaign 3,37964,586,683.274775,21,656,Lower,0.015435675903487515,1.165997909556314,32.53689404761904,0.03583617747440273
2024-05-23,Meta,Campaign 5,34852,2685,1264.620143,124,2692,Upper,0.07704005509009526,0.4709944666666667,10.198549540322581,0.04618249534450652
2025-04-14,Meta,Campaign 3,14816,1002,135.6121189,55,1045,Upper,0.06762958963282938,0.13534143602794413,2.4656748890909093,0.054890219560878244
2024-12-23,Google,Campaign 3,47680,1985,771.4598104,96,2192,Lower,0.04163171140939597,0.3886447407556675,8.036039691666668,0.04836272040302267
2025-03-26,Google,Campaign 5,41452,707,941.1057072,33,789,Lower,0.017055871851780372,1.3311254698727015,28.518354763636363,0.04667609618104668
2024-12-01,Google,Campaign 3,31762,1517,1756.828345,81,1783,Lower,0.047761475977583276,1.1580938332234674,21.689238827160494,0.053394858272907054
2024-12-29,Meta,Campaign 2,45768,2954,243.4109955,138,3060,Upper,0.06454291207830799,0.08240047241029114,1.763847793478261,0.046716316858496955
2024-07-02,Google,Campaign 3,30359,1209,585.8719235,38,1224,Lower,0.03982344609506242,0.48459216170388747,15.417682197368421,0.03143093465674111
2024-07-08,Verizon DSP,Campaign 3,46010,2289,997.9003778,121,2419,Middle,0.04975005433601391,0.43595473036260374,8.247110560330578,0.05286151157710791
2024-09-21,Meta,Campaign 5,14596,1002,455.5294967,58,1237,Upper,0.06864894491641546,0.45462025618762475,7.853956839655172,0.05788423153692615
2025-02-16,Meta,Campaign 1,35513,2008,988.7538739,107,2091,Upper,0.05654267451355841,0.4924073077191235,9.240690410280374,0.053286852589641436
2025-03-05,Roku,Campaign 4,20844,1275,1045.407459,56,1361,Middle,0.06116868163500288,0.8199274188235294,18.667990339285716,0.04392156862745098
2025-03-13,TikTok,Campaign 3,25548,694,1471.349062,39,747,Middle,0.02716455299827775,2.1200995129682996,37.726899025641025,0.056195965417867436
2024-12-23,Google,Campaign 4,23318,1559,1775.740973,82,1698,Lower,0.06685822111673385,1.1390256401539447,21.655377719512195,0.05259781911481719
2024-11-02,Google,Campaign 3,11361,707,1107.957119,37,871,Lower,0.06223043746149107,1.5671246379066477,29.944786999999998,0.05233380480905234
2025-02-28,Google,Campaign 5,27567,1085,1950.633617,48,1297,Lower,0.03935865346247325,1.797819001843318,40.63820035416666,0.04423963133640553
2025-02-02,Meta,Campaign 5,13133,481,1413.529532,22,636,Upper,0.03662529505825021,2.938730835758836,64.25134236363637,0.04573804573804574
2025-01-14,Meta,Campaign 3,46673,2982,1511.418278,153,3036,Upper,0.06389132903391682,0.5068471757209927,9.878550836601308,0.05130784708249497
2024-07-29,Google,Campaign 5,42401,626,1020.439335,36,737,Lower,0.014763802740501403,1.630094784345048,28.345537083333333,0.05750798722044728
2024-09-24,YouTube,Campaign 5,40640,2764,762.2369207,134,2764,Upper,0.06801181102362205,0.2757731261577424,5.688335229104478,0.04848046309696093
2024-09-29,Meta,Campaign 3,40545,2656,708.1161538,125,2785,Upper,0.06550746084597361,0.2666099976656627,5.6649292304,0.047063253012048195
2025-04-19,Google,Campaign 1,31184,975,1992.595982,54,1251,Lower,0.031266033863519754,2.0436881866666665,36.899925592592595,0.055384615384615386
2025-01-20,Google,Campaign 3,43675,2262,279.4319044,130,2369,Lower,0.051791642816256436,0.1235331142351901,2.149476187692308,0.05747126436781609
2024-11-04,Meta,Campaign 1,15536,442,802.9753822,20,580,Upper,0.02845005149330587,1.8166863850678734,40.14876911,0.04524886877828054
2024-07-11,Verizon DSP,Campaign 5,20641,1584,788.32877,81,1880,Middle,0.07674046800058136,0.49768230429292926,9.732453950617284,0.05113636363636364
2025-04-29,Google,Campaign 1,19940,1225,112.6841054,63,1412,Lower,0.06143430290872618,0.09198702481632653,1.7886365936507937,0.05142857142857143
2025-01-21,TikTok,Campaign 5,13586,709,1624.637523,21,954,Middle,0.05218607389960253,2.291449256699577,77.36369157142857,0.029619181946403384
2024-05-20,YouTube,Campaign 1,24566,654,1957.542604,30,828,Upper,0.026622160709924285,2.9931844097859326,65.25142013333333,0.045871559633027525
2024-08-27,Meta,Campaign 1,12793,442,522.0528024,20,719,Upper,0.034550144610333774,1.181114937556561,26.10264012,0.04524886877828054
2024-10-30,LinkedIn,Campaign 3,41027,3267,1792.485896,150,3340,Middle,0.07963048724011017,0.5486641861034588,11.949905973333333,0.04591368227731864
2024-07-09,Meta,Campaign 1,6959,132,1178.871849,8,149,Upper,0.018968242563586722,8.930847340909091,147.358981125,0.06060606060606061
2025-04-14,Roku,Campaign 5,21942,656,1649.46523,33,770,Middle,0.02989700118494212,2.5144287042682927,49.98379484848485,0.05030487804878049
2025-04-19,LinkedIn,Campaign 3,11253,780,576.4616204,41,885,Middle,0.0693148493735004,0.7390533594871795,14.06003952195122,0.052564102564102565
2025-02-26,LinkedIn,Campaign 1,33754,1326,1938.014264,55,1478,Middle,0.03928423297979499,1.4615492187028658,35.23662298181818,0.04147812971342383
2024-08-04,Google,Campaign 3,12609,1001,466.2021289,53,1051,Lower,0.07938773891664684,0.4657363925074925,8.796266583018868,0.052947052947052944
2024-09-06,Google,Campaign 4,23506,1128,1646.645821,64,1371,Lower,0.047987747809070024,1.4597923945035463,25.728840953125,0.05673758865248227
2024-11-28,LinkedIn,Campaign 3,10308,242,1599.889603,9,263,Middle,0.023476911136980985,6.611114061983471,177.76551144444446,0.0371900826446281
2024-06-03,Google,Campaign 4,41008,2606,331.8507753,132,2872,Lower,0.06354857588763169,0.12734104961627016,2.514021025,0.05065234075211052
2024-12-17,Google,Campaign 4,10331,210,1930.108729,8,292,Lower,0.02032717065143742,9.190993947619047,241.263591125,0.0380952380952381
2024-12-24,YouTube,Campaign 3,42373,2898,901.3131112,146,2971,Upper,0.0683926085006962,0.31101211566597653,6.173377473972603,0.05037957211870255
2025-02-07,Meta,Campaign 5,12767,335,1373.034098,15,515,Upper,0.026239523772225267,4.098609247761194,91.53560653333334,0.04477611940298507
2024-08-22,LinkedIn,Campaign 5,14633,284,373.592981,21,481,Middle,0.019408186974646347,1.3154682429577464,17.790141952380953,0.07394366197183098
2024-10-04,Meta,Campaign 5,22645,1669,499.259294,80,1717,Upper,0.07370280415102672,0.29913678490113843,6.240741175,0.04793289394847214
2024-10-06,Meta,Campaign 2,20973,763,556.084943,47,896,Upper,0.036380107757593094,0.7288138178243774,11.831594531914893,0.061598951507208385
2025-01-28,LinkedIn,Campaign 4,30391,1797,479.5613569,95,2007,Middle,0.05912934750419532,0.26686775564830273,5.048014283157895,0.05286588759042849
2025-02-15,Google,Campaign 3,45193,2295,1970.214736,94,2399,Lower,0.05078220078330715,0.8584813664488017,20.959731234042554,0.040958605664488015
